Cultivar,Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Istabraq,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,9.94
Istabraq,Horncastle,Lincs.,53.2073,-0.1124,2003,1/10,,8.03
Istabraq,Humbie,ELoth,55.8551,-2.8648,2007,1/10,339.0,10.07
Istabraq,Telford,Shropshire,52.6784,-2.4453,2005,1/10,314.0,9.67
Istabraq,Morley St Botolph,Norfolk,52.5547,1.0396,2004,1/10,,12.22
Istabraq,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,324.0,10.89
Istabraq,UpSomb,Hants,51.0884,-1.4321,2006,1/10,,11.71
Istabraq,Telford,Shrops,52.6784,-2.4453,2006,1/10,304.0,10.28
Istabraq,Telford,Shrops,52.6784,-2.4453,2007,1/10,,10.86
Istabraq,Morpeth,Northumb.,55.1687,-1.6875,2003,1/10,,10.34
Istabraq,Crambe,Nyorks,54.0746,-0.8814,2006,1/10,302.0,9.65
Istabraq,Coates,Gloucestershire,51.7058,-2.0325,2004,1/10,303.0,11.97
Istabraq,Crambe,Nyorks,54.0746,-0.8814,2007,1/10,319.0,9.81
Istabraq,Spalding,Lincs,52.7901,-0.1537,2007,1/10,294.0,9.27
Istabraq,Spalding,Lincolnshire,52.7901,-0.1537,2005,1/10,,12.4
Istabraq,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,12.92
Istabraq,Bowsden,Northumberland,55.6729,-2.0135,2004,1/10,330.0,11.19
Istabraq,Limavady,Londonderry,55.0455,-6.9337,2003,1/10,315.0,10.18
Istabraq,Spalding,Lincs,52.7901,-0.1537,2006,1/10,295.67,11.38
Istabraq,Up Somborne,Hampshire,51.0884,-1.4321,2005,1/10,,11.32
Istabraq,Attlebro,Norfk,52.5181,1.0155,2006,1/10,,7.15
Istabraq,Bowsden,Northumberland,55.6729,-2.0135,2005,1/10,331.0,11.23
Istabraq,Bowsden,Nrthum,55.6729,-2.0135,2006,1/10,315.67,10.48
Istabraq,Humbie,Eloth,55.8551,-2.8648,2008,2/10,339.0,11.75
Istabraq,Little Staughton,Bedfordshire,52.2504,-0.3821,2004,1/10,,9.54
Istabraq,Humbie,ELoth,55.8551,-2.8648,2006,1/10,318.33,12.4
Istabraq,InceBld,Mersey,53.5239,-3.0258,2006,1/10,,11.73
Istabraq,Duns,Sc. Bord.,55.7778,-2.3435,2003,1/10,323.0,12.52
Istabraq,Ragnal,Nottinghamshire,53.2556,-0.7963,2004,1/10,,10.28
Istabraq,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,11.38
Istabraq,Warwick,Warks.,52.2823,-1.5849,2003,1/10,,10.07
Istabraq,Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,1/10,,10.93
Istabraq,Wolfertn,Norfk,52.8279,0.456,2008,9/10,300.0,12.57
Istabraq,Todngton,Gloucs,51.9485,-0.5324,2006,1/10,,11.1
Istabraq,Rhynd,Prth&K,56.3653,-3.3657,2006,1/10,318.67,11.81
Istabraq,Spalding,Lincs.,52.7901,-0.1537,2003,1/10,280.0,13.49
Istabraq,LStaugh,Beds,52.2504,-0.3821,2006,1/10,,12.55
Istabraq,Spalding,Lincolnshire,52.7901,-0.1537,2004,1/10,,12.35
Istabraq,Quham,Norfk,52.4453,0.984,2007,1/10,,10.21
Istabraq,UpSomb,Hants,51.0884,-1.4321,2007,1/10,314.0,10.25
Istabraq,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2004,1/10,327.0,10.48
Istabraq,Quidenham,Norfolk,52.4453,0.984,2004,1/10,308.0,10.72
Istabraq,Rhynd,Perth & Kinross,56.3653,-3.3657,2005,1/10,334.0,10.02
Istabraq,Quidenham,Norfolk,52.4453,0.984,2005,1/10,,10.55
Istabraq,Lockerbie,Dumf/Gal.,55.1222,-3.349,2003,1/10,317.3,10.94
Istabraq,Up Somborne,Hampshire,51.0884,-1.4321,2004,1/10,,10.42
Istabraq,Canterbury,Kent,51.2802,1.0789,2003,1/10,311.3,11.66
Istabraq,Rhynd,Perth and Kinross,56.3653,-3.3657,2004,1/10,,12.06
Istabraq,Little Staughton,Bedfordshire,52.2504,-0.3821,2005,1/10,,9.36
Istabraq,Lockbie,Dumfrs,55.1222,-3.349,2006,1/10,314.0,10.13
Istabraq,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,10.7
Istabraq,Lockerbie,Dumfries and Galloway,55.1222,-3.349,2005,1/10,313.0,9.58
Istabraq,Hemingby,Lincolnshire,53.2535,-0.1494,2004,1/10,,8.61
Istabraq,Framlingham,Suffolk,52.2221,1.3421,2005,1/10,283.0,11.2
Istabraq,Hull,ER Yorks.,53.7676,-0.3274,2003,1/10,,10.19
Istabraq,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2004,1/10,300.0,8.22
Istabraq,Framlingham,Suffolk,52.2221,1.3421,2003,1/10,,12.09
Istabraq,Gedding,Sufflk,52.1854,0.8525,2007,1/10,,8.33
Istabraq,Hull,Eyorks,53.7676,-0.3274,2007,1/10,300.0,8.9
Istabraq,Laurnkrk,Aberdn,56.8313,-2.4725,2009,16/10,347.0,10.0
Istabraq,Elgin,Moray,57.6495,-3.3185,2006,1/10,328.0,10.42
Istabraq,Bugthorpe,Nyorks,54.0116,-0.8236,2008,1/10,315.0,9.7
Istabraq,Elgin,Moray,57.6495,-3.3185,2005,1/10,315.0,9.47
Istabraq,Frisby on the Wreake,Leicestershire,52.7525,-0.9713,2005,1/10,303.0,11.64
Istabraq,Duggleby,North Yorkshire,54.0928,-0.6573,2004,1/10,,8.55
Istabraq,Kettering,Northants.,52.3963,-0.7302,2003,1/10,290.7,
Istabraq,Elgin,Moray,57.6495,-3.3185,2004,1/10,,8.85
Istabraq,Wymondham,Norf.,52.5694,1.1153,2003,1/10,301.0,10.95
Istabraq,Kingsbridge,Devon,50.2839,-3.7775,2004,1/10,,11.89
Istabraq,Elgin,Moray,57.6495,-3.3185,2003,1/10,324.0,9.62
Istabraq,Humbie,East Lothian,55.8551,-2.8648,2004,1/10,331.0,9.06
Istabraq,Dyce,Aberdn,57.2035,-2.1902,2009,9/10,334.0,10.94
Istabraq,Headley Hall,North Yorkshire,53.8689,-1.32557,2005,1/10,300.0,8.31
Istabraq,DownP,Down,54.3288,-5.7157,2007,1/10,,8.4
Istabraq,DownP,Down,54.3288,-5.7157,2008,1/10,,10.57
Istabraq,Cambridge,Cambs.,52.2053,0.1218,2003,1/10,,12.06
Istabraq,Barthorpe,North Yorkshire,54.0264,-0.8172,2005,1/10,323.0,10.57
Istabraq,Barnston,Essex,51.8533,0.3865,2004,1/10,323.0,10.77
Istabraq,Barnston,Essex,51.8533,0.3865,2005,1/10,282.0,12.62
Istabraq,Redwrth,Darltn,54.6054,-1.6293,2006,1/10,,10.13
Istabraq,Wolferton,Norfolk,52.8279,0.456,2005,1/10,302.0,10.54
Istabraq,Worksop,Notts.,53.3093,-1.1227,2003,1/10,310.7,10.96
Istabraq,Framlingham,Suffolk,52.2221,1.3421,2004,1/10,,9.96
Istabraq,Little Saxham,Suffolk,52.2421,0.6353,2004,1/10,,10.26
Istabraq,Tadcaster,N Yorks.,53.8836,-1.2609,2003,1/10,307.0,13.37
Istabraq,Frisby,Leics,52.7525,-0.9713,2007,1/10,,9.14
Istabraq,C'thorpe,Lincs,53.0216,-0.6046,2006,1/10,258.0,7.74
Istabraq,Baumber,Lincolnshire,53.2523,-0.1713,2005,1/10,,8.5
Istabraq,Frisby,Leics,52.7525,-0.9713,2008,1/10,,11.96
Istabraq,Whitsome,Scottish Borders,55.7484,-2.217,2004,1/10,,11.53
Istabraq,Dunmow,Essex,51.8729,0.3578,2006,1/10,,11.9
Istabraq,Rudston,EYorks,54.0895,-0.3231,2007,1/10,317.0,8.28
Istabraq,Rudston,EYorks,54.0895,-0.3231,2006,1/10,,11.2
Istabraq,Ottham,Eyorks,53.7998,-0.6401,2008,1/10,,11.83
Istabraq,Whitsome,Scottish Borders,55.7484,-2.217,2005,1/10,325.0,10.05
Istabraq,BuryStE,Sufflk,52.2429,0.7105,2008,1/10,293.0,9.14
Istabraq,BuryStE,Sufflk,52.2429,0.7105,2006,1/10,,10.77
Istabraq,Errol,Prth&K,56.3919,-3.2127,2009,28/9,,9.09
Istabraq,Coniston,E Riding of Yorkshire,54.3432,-3.0716,2004,1/10,311.0,11.32
Istabraq,King's Lynn,Norf.,52.7517,0.4023,2003,1/10,,11.44
Istabraq,Croft on Tees,N Yorks.,54.4835,-1.5551,2003,1/10,317.7,13.25
Istabraq,Ormskirk,Lancs.,53.5689,-2.8851,2003,1/10,,10.62
Istabraq,Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,1/10,,10.28
Istabraq,Wimborne St Giles,Dorset,50.9071,-1.9552,2004,1/10,,8.79
Istabraq,Redwrth,Darltn,54.6054,-1.6293,2007,1/10,,10.09
Istabraq,Perth,Prth&K,56.395,-3.4308,2007,1/10,,10.84
Istabraq,Keysoe,Beds.,52.2517,-0.4249,2003,1/10,227.3,9.89
Istabraq,Perth,Prth&K,56.395,-3.4308,2008,1/10,,9.88
Istabraq,Baumber,Lincs,53.2523,-0.1713,2006,1/10,,10.46
Istabraq,Swindon,Wilts.,51.5558,-1.7797,2004,1/10,313.0,12.7
Istabraq,Wolfertn,Norfk,52.8279,0.456,2007,1/10,305.0,9.33
Istabraq,Swindon,Wilts.,51.5558,-1.7797,2003,1/10,,11.63
Istabraq,Dyce,Aberdn,57.2035,-2.1902,2008,9/10,342.0,11.87
Istabraq,Lawrencekirk,Aberdeenshire,56.8313,-2.4725,2005,1/10,,10.8
Istabraq,Barnston,Essex,51.8533,0.3865,2007,1/10,,11.46
Istabraq,Frisby,Leics,52.7525,-0.9713,2006,1/10,295.0,10.65
Istabraq,Histon,Cambs,52.2513,0.1185,2007,1/10,299.0,10.43
Istabraq,Framling,Sufflk,52.2221,1.3421,2008,2/10,,13.06
Istabraq,Caythorpe,Lincolnshire,53.0216,-0.6046,2004,1/10,288.0,8.01
Istabraq,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,323.0,11.63
Istabraq,Histon,Cambridgeshire,52.2513,0.1185,2005,1/10,289.0,10.67
Istabraq,Cirencester,Glos.,51.7185,-1.9682,2003,1/10,,12.26
Istabraq,Caythorpe,Lincolnshire,53.0216,-0.6046,2005,1/10,270.0,9.26
Istabraq,Histon,Cambs,52.2513,0.1185,2006,1/10,292.0,9.37
Istabraq,Ulceby,NLincs,53.618,-0.3306,2007,1/10,296.0,9.67
Istabraq,Framling,Sufflk,52.2221,1.3421,2007,1/10,,10.04
Istabraq,Eyton upon the Weald Moors,Shropshire,52.73,-2.5191,2004,1/10,304.0,11.89
Istabraq,Laurnkrk,Aberdn,56.8313,-2.4725,2008,16/10,332.0,9.08
Istabraq,West Charleton,Devon,50.2697,-3.7556,2005,1/10,307.0,12.01
Istabraq,Hythe,Kent,51.0717,1.0819,2008,27/9,307.0,11.96
Istabraq,Hythe,Kent,51.0717,1.0819,2006,1/10,302.33,10.7
Istabraq,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.77
Istabraq,Sleaford,Lincs.,53.0003,-0.4096,2003,1/10,,8.06
Istabraq,Haddington,East Lothian,55.9587,-2.7749,2003,1/10,311.3,7.85
Istabraq,Hythe,Kent,51.0717,1.0819,2007,1/10,302.0,10.74
Istabraq,Framling,Sufflk,52.2221,1.3421,2006,1/10,302.33,11.97
Istabraq,Ccreevy,Down,53.79448,-6.076,2007,1/10,316.0,11.07
Istabraq,Winchester,Hants.,51.0598,-1.3101,2003,1/10,304.0,12.02
Istabraq,Humbie,East Lothian,55.8551,-2.8648,2005,1/10,337.0,12.27
Istabraq,Newchurch,Kent,51.0452,0.9316,2005,1/10,,12.74
Istabraq,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,9.08
Istabraq,Waterbeach,Cambridgeshire,52.2656,0.191,2005,1/10,294.0,9.4
Istabraq,Binbrook,NLincs,53.429,-0.1807,2008,1/10,325.0,11.75
Istabraq,WCharlt,Devon,50.2697,-3.7556,2006,1/10,303.0,10.32
Istabraq,Wolfertn,Norfk,52.8279,0.456,2006,1/10,288.0,10.1
Istabraq,Wolferton,Norfolk,52.8279,0.456,2004,1/10,301.0,10.43
Istabraq,Lymm,Ches,53.3817,-2.48,2008,1/10,,10.54
Istabraq,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.11
Istabraq,Lymm,Ches,53.3817,-2.48,2007,1/10,,7.46
Istabraq,WCharlt,Devon,50.2697,-3.7556,2008,2/10,,8.7
Istabraq,Laurnkrk,Aberdn,56.8313,-2.4725,2006,1/10,333.33,11.77
Istabraq,High Mowthorpe,North Yorkshire,54.1075,-0.6435,2005,1/10,,11.32
Istabraq,Waterbeach,Cambs.,52.2656,0.191,2003,1/10,279.0,10.93
Istabraq,Girton,Cambridgeshire,52.241,0.0814,2004,1/10,,8.51
Istabraq,Fakenham,Norf.,52.8313,0.8493,2003,1/10,281.3,10.23
Istabraq,Laurencekirk,Aberdeenshire,56.8313,-2.4725,2004,1/10,346.0,9.93
Istabraq,Baumber,Lincs,53.2523,-0.1713,2008,21/10,,11.88
Istabraq,Laurnkrk,Aberdn,56.8313,-2.4725,2007,1/10,333.0,9.89
Istabraq,Wye,Kent,51.1819,0.9379,2004,1/10,,11.87
Jb Diego,Ickleton,Cambs,52.0707,0.1743,2016,10/10,298.0,10.16
Jb Diego,Baumber,Lincs,53.2523,-0.1713,2009,21/10,,7.43
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2016,27/11,,9.43
Jb Diego,Nether Wallop,Hants,51.1263,-1.569,2016,13/10,,11.31
Jb Diego,Lillesdn,Somset,51.0091,-2.9924,2010,28/10,270.0,8.21
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2007,1/10,301.0,9.15
Jb Diego,Lillesdn,Somset,51.0091,-2.9924,2009,4/11,,4.28
Jb Diego,Baumber,Lincs,53.2523,-0.1713,2008,21/10,,13.13
Jb Diego,Ickleton,Cambs,52.0707,0.1743,2017,13/10,282.0,6.84
Jb Diego,Baumber,Lincs,53.2523,-0.1713,2017,27/10,,10.23
Jb Diego,Hlegh,Ches,53.3537,-2.4508,2016,12/10,303.0,9.99
Jb Diego,Ickleton,Cambs,52.0707,0.1743,2015,8/10,297.0,9.82
Jb Diego,Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,9.56
Jb Diego,Hailes,Gloucs,51.9746,-1.9336,2014,3/12,,12.11
Jb Diego,TRawstn,Dorset,50.8575,-2.0897,2007,1/10,,8.93
Jb Diego,North Dalton,EYorks,53.9571,-0.578,2017,4/10,322.0,12.81
Jb Diego,Hlegh,Ches,53.3537,-2.4508,2015,2/10,319.0,12.03
Jb Diego,Thaxted,Essex,51.9533,0.3446,2017,8/10,274.0,10.92
Jb Diego,Hailes,Gloucs,51.9746,-1.9336,2015,1/10,,10.55
Jb Diego,Hlegh,Ches,53.3537,-2.4508,2014,10/10,308.0,11.06
Jb Diego,Hlegh,Ches,53.3537,-2.4508,2013,10/10,,12.55
Jb Diego,Weston,Lincs,52.8083,-0.0832,2012,1/10,,9.66
Jb Diego,Fridaythorpe,NYorks,54.0203,-0.6659,2017,4/10,320.0,10.01
Jb Diego,Pottn,Aberdn,57.232,-2.0912,2007,1/10,355.0,9.93
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2009,9/10,,13.16
Jb Diego,Welbourn,Lincs,53.0754,-0.5588,2008,29/9,321.0,12.81
Jb Diego,Newch,Kent,51.0452,0.9316,2010,25/9,310.0,14.03
Jb Diego,Ickleton,Essex,52.0707,0.1743,2012,1/10,302.0,11.09
Jb Diego,Croft,Teesside,54.4835,-1.5551,2011,27/9,321.0,13.12
Jb Diego,Cranwell,Lincs,53.036,-0.4677,2007,1/10,,9.42
Jb Diego,Ickleton,Essex,52.0707,0.1743,2013,8/11,273.0,9.46
Jb Diego,Ickleton,Essex,52.0707,0.1743,2014,10/10,291.0,11.89
Jb Diego,Pinchbeck,Lincs,52.8137,-0.1588,2016,11/10,294.0,10.33
Jb Diego,Woolpit,Sufflk,52.2248,0.8879,2010,14/10,,8.28
Jb Diego,Croft,Teesside,54.4835,-1.5551,2013,6/10,,8.75
Jb Diego,Dunmow,Essex,51.8729,0.3578,2012,1/10,,11.79
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2007,1/10,,11.69
Jb Diego,Croft,NYorks,54.4835,-1.5551,2010,23/9,328.0,11.11
Jb Diego,Beausale,Warwick,52.3342,-1.6477,2009,13/10,304.0,11.12
Jb Diego,Bstoke,Hants,51.2665,-1.0924,2012,1/10,,7.95
Jb Diego,Framling,Sufflk,52.2221,1.3421,2008,2/10,,13.37
Jb Diego,Girton,Cambs,52.241,0.0814,2011,19/10,,8.95
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2008,1/10,,11.2
Jb Diego,Framling,Sufflk,52.2221,1.3421,2009,2/10,294.0,13.47
Jb Diego,Girton,Cambs,52.241,0.0814,2009,29/9,300.0,9.3
Jb Diego,Framling,Sufflk,52.2221,1.3421,2010,9/10,288.0,9.42
Jb Diego,Newport,Shrops,51.5842,-2.9977,2011,8/10,,11.23
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2017,7/10,,9.97
Jb Diego,Hinstock,Shrops,52.836,-2.4575,2012,1/10,316.0,10.81
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2010,15/10,,12.95
Jb Diego,Wye,Kent,51.1819,0.9379,2015,28/10,278.0,10.92
Jb Diego,Framling,Sufflk,52.2221,1.3421,2007,1/10,,10.6
Jb Diego,Brechin,Angus,56.7333,-2.6553,2016,25/9,340.0,9.26
Jb Diego,Croft,Teesside,54.4835,-1.5551,2014,27/9,316.0,12.98
Jb Diego,Ellon,Aberdn,57.3646,-2.073,2013,10/10,328.0,8.05
Jb Diego,Frsthrp,Lincs,53.244,-0.2114,2017,7/10,296.0,11.97
Jb Diego,Stchwrth,Cambs,52.1992,0.3994,2011,21/10,,6.16
Jb Diego,SClims,Cornwl,50.5472,-4.316,2016,20/10,,9.34
Jb Diego,Winchr,Hants,51.0598,-1.3101,2009,3/10,291.0,11.3
Jb Diego,Stchwrth,Cambs,52.1992,0.3994,2012,1/10,301.0,9.02
Jb Diego,Winchr,Hants,51.0598,-1.3101,2008,3/10,,11.61
Jb Diego,Ellon,Aberdn,57.3646,-2.073,2011,13/10,336.0,8.01
Jb Diego,Beausale,Warwick,52.3342,-1.6477,2008,13/10,,10.39
Jb Diego,Ulceby,NLincs,53.618,-0.3306,2007,1/10,288.0,10.19
Jb Diego,Ellon,Aberdn,57.3646,-2.073,2012,1/10,342.0,6.52
Jb Diego,Stchwrth,Cambs,52.1992,0.3994,2010,14/10,,5.72
Jb Diego,Beausale,Warwick,52.3342,-1.6477,2007,1/10,,11.01
Jb Diego,Holbeach,Lincs,52.804,0.0134,2009,14/10,282.0,14.29
Jb Diego,Holbeach,Lincs,52.804,0.0134,2008,14/10,,11.57
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2014,8/10,,11.68
Jb Diego,Histon,Cambs,52.2513,0.1185,2007,1/10,297.0,10.74
Jb Diego,Spalding,Lincs,52.7901,-0.1537,2017,7/10,289.0,12.32
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2012,1/10,,9.31
Jb Diego,Croft,NYorks,54.4835,-1.5551,2009,2/10,323.0,11.08
Jb Diego,Attlebro,Norfk,52.5181,1.0155,2008,1/10,,13.55
Jb Diego,Elmswell,East Yorks ,54.0175,-0.4814,2015,29/9,331.0,13.84
Jb Diego,Croft,Teesside,54.4835,-1.5551,2012,1/10,331.0,8.65
Jb Diego,Ellon,Aberdn,57.3646,-2.073,2010,29/9,343.0,12.95
Jb Diego,Croft,NYorks,54.4835,-1.5551,2017,24/9,325.0,12.77
Jb Diego,Cawood,North Yorkshire,53.8333,-1.1316,2015,3/10,315.0,17.69
Jb Diego,Errol,Prth&K,56.3919,-3.2127,2011,13/10,,10.67
Jb Diego,Cawood,NYorks,53.8333,-1.1316,2016,1/10,307.0,13.92
Jb Diego,Errol,Prth&K,56.3919,-3.2127,2010,27/9,,8.32
Jb Diego,Errol,Prth&K,56.3919,-3.2127,2009,28/9,,9.29
Jb Diego,Attlebro,Norfk,52.5181,1.0155,2012,1/10,283.0,9.33
Jb Diego,Ulceby,NLincs,53.618,-0.3306,2009,9/10,292.0,9.79
Jb Diego,Hasely,Warwick,52.3091,-1.6641,2010,1/10,308.0,10.07
Jb Diego,Cawood,NYorks,53.8333,-1.1316,2017,30/9,,12.11
Jb Diego,East Malling,Kent,51.2885,0.4383,2017,12/10,272.0,9.53
Jb Diego,Elmswell,EYorks,54.0175,-0.4814,2016,29/9,317.0,11.34
Jb Diego,Welbourn,Lincs,53.0754,-0.5588,2009,29/9,320.0,13.93
Jb Diego,Hull,Eyorks,53.7676,-0.3274,2007,1/10,296.0,8.95
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2012,1/10,,9.22
Jb Diego,Croft,Teesside,54.4835,-1.5551,2015,25/9,332.0,14.57
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2014,14/10,,11.79
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2008,9/10,298.0,13.98
Jb Diego,Barthorpe,NYorks,54.0264,-0.8172,2015,27/9,,11.94
Jb Diego,Barthorpe,NYorks,54.0264,-0.8172,2014,1/10,306.0,10.89
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2015,14/10,330.0,13.2
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2016,20/10,310.0,10.49
Jb Diego,Dunmow,Essex,51.8729,0.3578,2011,7/10,,9.26
Jb Diego,Spalding,Lincs,52.7901,-0.1537,2015,3/10,,9.56
Jb Diego,Framling,Sufflk,52.2221,1.3421,2012,1/10,319.0,12.57
Jb Diego,Wolfertn,Norfk,52.8279,0.456,2015,2/10,,12.96
Jb Diego,Limavad,Lderry,55.0455,-6.9337,2017,24/10,298.0,12.42
Jb Diego,Spalding,Lincs,52.7901,-0.1537,2007,1/10,292.0,10.16
Jb Diego,Brechin,Angus,56.7333,-2.6553,2017,28/9,339.0,8.22
Jb Diego,Framling,Sufflk,52.2221,1.3421,2013,16/10,,10.54
Jb Diego,Hasely,Warwick,52.3091,-1.6641,2011,27/9,309.0,11.14
Jb Diego,Barthorpe,NYorks,54.0264,-0.8172,2012,1/10,320.0,9.98
Jb Diego,Girton,Cambs,52.241,0.0814,2010,28/9,295.0,12.0
Jb Diego,Thaxted,Essex,51.9533,0.3446,2016,9/10,290.0,12.14
Jb Diego,Frisby,Leics,52.7525,-0.9713,2007,1/10,,9.55
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2015,25/9,339.0,12.94
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2014,30/9,322.0,12.05
Jb Diego,WCharlt,Devon,50.2697,-3.7556,2010,1/10,,11.09
Jb Diego,WNewton,EYorks,53.8229,-0.1805,2010,17/10,,8.08
Jb Diego,Bowsdn,Nrthum,55.6729,-2.0135,2008,1/10,312.0,9.18
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2013,9/10,319.0,9.07
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2012,1/10,341.0,6.86
Jb Diego,WCharlt,Devon,50.2697,-3.7556,2011,7/10,,9.46
Jb Diego,Elmswell,Sufflk,52.237,0.9125,2015,3/10,,9.01
Jb Diego,Burdon,Sundland,54.8568,-1.3988,2017,25/9,322.0,10.07
Jb Diego,Burkham,Hants,51.1769,-1.0711,2016,16/10,,9.76
Jb Diego,Thwing,EYorks,54.1158,-0.3903,2008,1/10,,10.05
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2010,1/10,,11.09
Jb Diego,Tibthorpe,EYorks,53.9836,-0.5368,2016,3/10,321.0,11.63
Jb Diego,Alkerton,Oxon,52.0834,-1.4545,2013,9/10,323.0,9.3
Jb Diego,Bowsdn,Nrthum,55.6729,-2.0135,2007,1/10,324.0,9.8
Jb Diego,Telford,Shrops,52.6784,-2.4453,2007,1/10,,11.23
Jb Diego,Elie,Fife,52.3995,-0.2624,2014,10/10,,11.46
Jb Diego,Welbourn,Lincs,53.0754,-0.5588,2012,1/10,327.0,9.78
Jb Diego,WCharlt,Devon,50.2697,-3.7556,2013,19/10,,11.0
Jb Diego,Cowbridge,Glamorgan,51.4621,-3.4496,2017,7/10,297.0,11.77
Jb Diego,Petham,Kent,51.223,1.0459,2016,4/10,304.0,9.95
Jb Diego,Humbie,ELoth,55.8551,-2.8648,2007,1/10,336.0,9.65
Jb Diego,WCharlt,Devon,50.2697,-3.7556,2009,2/10,,12.37
Jb Diego,Coates,Gloucs,51.7058,-2.0325,2017,14/10,,8.92
Jb Diego,Elie,Fife,52.3995,-0.2624,2015,13/10,,11.91
Jb Diego,GSturton,Lincs,53.3139,-0.6666,2011,12/10,,7.51
Jb Diego,Lymm,Ches,53.3817,-2.48,2012,1/10,313.0,9.9
Jb Diego,Lymm,Ches,53.3817,-2.48,2010,14/10,,9.74
Jb Diego,Lymm,Ches,53.3817,-2.48,2008,1/10,,11.5
Jb Diego,GSturton,Lincs,53.3139,-0.6666,2012,1/10,,7.51
Jb Diego,Lymm,Ches,53.3817,-2.48,2007,1/10,,8.05
Jb Diego,Humbie,ELoth,55.8551,-2.8648,2016,29/9,344.0,
Jb Diego,Kinghorn,Fife,56.0712,-3.1743,2011,10/10,331.0,10.31
Jb Diego,Welbourn,Lincs,53.0754,-0.5588,2017,24/9,313.0,11.18
Jb Diego,Kelso,ScBord,55.6,-2.4322,2017,3/10,322.0,11.36
Jb Diego,Elie,Fife,52.3995,-0.2624,2016,14/10,,10.73
Jb Diego,Barnston,Essex,51.8533,0.3865,2007,1/10,,12.21
Jb Diego,Middridge,Darltn,54.6309,-1.6145,2008,1/10,,10.06
Jb Diego,Anstruth,Fife,56.223,-2.7005,2013,30/10,,6.71
Jb Diego,Kinghorn,Fife,56.0712,-3.1743,2010,25/9,,9.84
Jb Diego,Barnston,Essex,51.8533,0.3865,2015,10/10,286.0,9.97
Jb Diego,GSturton,Lincs,53.3139,-0.6666,2015,22/10,,10.91
Jb Diego,Deopham,Norfk,52.5593,1.0225,2017,27/9,304.0,11.14
Jb Diego,Quham,Norfk,52.4453,0.984,2007,1/10,,10.42
Jb Diego,GSturton,Lincs,53.3139,-0.6666,2016,9/10,,10.02
Jb Diego,Elmswell,Sufflk,52.237,0.9125,2016,8/10,,8.48
Jb Diego,Burkham,Hants,51.1769,-1.0711,2014,11/10,,11.24
Jb Diego,StBosw,ScBord,55.5708,-2.6475,2016,27/11,340.0,11.54
Jb Diego,WCharlt,Devon,50.2697,-3.7556,2014,9/10,,11.48
Jb Diego,Elmswell,Sufflk,52.237,0.9125,2012,1/10,,11.0
Jb Diego,Ulceby,NLincs,53.618,-0.3306,2012,1/10,320.0,8.18
Jb Diego,Broughtn,Hants,53.1635,-2.9972,2017,11/10,,12.42
Jb Diego,Hythe,Kent,51.0717,1.0819,2009,27/9,302.0,13.41
Jb Diego,Bedfield,Sufflk,52.2532,1.2502,2016,28/9,,11.08
Jb Diego,Luthermr,Aberdn,56.8063,-2.5565,2015,1/10,338.0,9.11
Jb Diego,Luthermr,Aberdn,56.8063,-2.5565,2014,12/10,308.0,9.44
Jb Diego,Ulceby,NLincs,53.618,-0.3306,2015,3/10,323.0,11.04
Jb Diego,Luthermr,Aberdn,56.8063,-2.5565,2013,8/11,288.0,8.06
Jb Diego,Luthermr,Aberdn,56.8063,-2.5565,2012,1/10,336.0,8.34
Jb Diego,Morley,Norfk,52.5547,1.0396,2014,7/10,296.0,12.66
Jb Diego,Bedfield,Sufflk,52.2532,1.2502,2017,28/9,,12.14
